edge_id,source_id,relation,target_id,properties_json
e:obs:gdp_secondary:2009Q1:region,obs:gdp_secondary:2009Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2009Q1:metric,obs:gdp_secondary:2009Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2009Q1:time,obs:gdp_secondary:2009Q1,AT_TIME,period:Q:2009Q1,{}
e:obs:gdp_primary:2009Q2:region,obs:gdp_primary:2009Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2009Q2:metric,obs:gdp_primary:2009Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2009Q2:time,obs:gdp_primary:2009Q2,AT_TIME,period:Q:2009Q2,{}
e:obs:gdp_tertiary:2009Q2:region,obs:gdp_tertiary:2009Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2009Q2:metric,obs:gdp_tertiary:2009Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2009Q2:time,obs:gdp_tertiary:2009Q2,AT_TIME,period:Q:2009Q2,{}
e:obs:gdp_secondary:2009Q2:region,obs:gdp_secondary:2009Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2009Q2:metric,obs:gdp_secondary:2009Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2009Q2:time,obs:gdp_secondary:2009Q2,AT_TIME,period:Q:2009Q2,{}
e:obs:gdp_primary:2009Q3:region,obs:gdp_primary:2009Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2009Q3:metric,obs:gdp_primary:2009Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2009Q3:time,obs:gdp_primary:2009Q3,AT_TIME,period:Q:2009Q3,{}
e:obs:gdp_tertiary:2009Q3:region,obs:gdp_tertiary:2009Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2009Q3:metric,obs:gdp_tertiary:2009Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2009Q3:time,obs:gdp_tertiary:2009Q3,AT_TIME,period:Q:2009Q3,{}
e:obs:gdp_secondary:2009Q3:region,obs:gdp_secondary:2009Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2009Q3:metric,obs:gdp_secondary:2009Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2009Q3:time,obs:gdp_secondary:2009Q3,AT_TIME,period:Q:2009Q3,{}
e:obs:gdp_primary:2009Q4:region,obs:gdp_primary:2009Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2009Q4:metric,obs:gdp_primary:2009Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2009Q4:time,obs:gdp_primary:2009Q4,AT_TIME,period:Q:2009Q4,{}
e:obs:gdp_tertiary:2009Q4:region,obs:gdp_tertiary:2009Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2009Q4:metric,obs:gdp_tertiary:2009Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2009Q4:time,obs:gdp_tertiary:2009Q4,AT_TIME,period:Q:2009Q4,{}
e:obs:gdp_secondary:2009Q4:region,obs:gdp_secondary:2009Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2009Q4:metric,obs:gdp_secondary:2009Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2009Q4:time,obs:gdp_secondary:2009Q4,AT_TIME,period:Q:2009Q4,{}
e:obs:gdp_primary:2010Q1:region,obs:gdp_primary:2010Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2010Q1:metric,obs:gdp_primary:2010Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2010Q1:time,obs:gdp_primary:2010Q1,AT_TIME,period:Q:2010Q1,{}
e:obs:gdp_tertiary:2010Q1:region,obs:gdp_tertiary:2010Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2010Q1:metric,obs:gdp_tertiary:2010Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2010Q1:time,obs:gdp_tertiary:2010Q1,AT_TIME,period:Q:2010Q1,{}
e:obs:gdp_secondary:2010Q1:region,obs:gdp_secondary:2010Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2010Q1:metric,obs:gdp_secondary:2010Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2010Q1:time,obs:gdp_secondary:2010Q1,AT_TIME,period:Q:2010Q1,{}
e:obs:gdp_primary:2010Q2:region,obs:gdp_primary:2010Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2010Q2:metric,obs:gdp_primary:2010Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2010Q2:time,obs:gdp_primary:2010Q2,AT_TIME,period:Q:2010Q2,{}
e:obs:gdp_tertiary:2010Q2:region,obs:gdp_tertiary:2010Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2010Q2:metric,obs:gdp_tertiary:2010Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2010Q2:time,obs:gdp_tertiary:2010Q2,AT_TIME,period:Q:2010Q2,{}
e:obs:gdp_secondary:2010Q2:region,obs:gdp_secondary:2010Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2010Q2:metric,obs:gdp_secondary:2010Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2010Q2:time,obs:gdp_secondary:2010Q2,AT_TIME,period:Q:2010Q2,{}
e:obs:gdp_primary:2010Q3:region,obs:gdp_primary:2010Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2010Q3:metric,obs:gdp_primary:2010Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2010Q3:time,obs:gdp_primary:2010Q3,AT_TIME,period:Q:2010Q3,{}
e:obs:gdp_tertiary:2010Q3:region,obs:gdp_tertiary:2010Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2010Q3:metric,obs:gdp_tertiary:2010Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2010Q3:time,obs:gdp_tertiary:2010Q3,AT_TIME,period:Q:2010Q3,{}
e:obs:gdp_secondary:2010Q3:region,obs:gdp_secondary:2010Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2010Q3:metric,obs:gdp_secondary:2010Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2010Q3:time,obs:gdp_secondary:2010Q3,AT_TIME,period:Q:2010Q3,{}
e:obs:gdp_primary:2010Q4:region,obs:gdp_primary:2010Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2010Q4:metric,obs:gdp_primary:2010Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2010Q4:time,obs:gdp_primary:2010Q4,AT_TIME,period:Q:2010Q4,{}
e:obs:gdp_tertiary:2010Q4:region,obs:gdp_tertiary:2010Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2010Q4:metric,obs:gdp_tertiary:2010Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2010Q4:time,obs:gdp_tertiary:2010Q4,AT_TIME,period:Q:2010Q4,{}
e:obs:gdp_secondary:2010Q4:region,obs:gdp_secondary:2010Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2010Q4:metric,obs:gdp_secondary:2010Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2010Q4:time,obs:gdp_secondary:2010Q4,AT_TIME,period:Q:2010Q4,{}
e:obs:gdp_primary:2011Q1:region,obs:gdp_primary:2011Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2011Q1:metric,obs:gdp_primary:2011Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2011Q1:time,obs:gdp_primary:2011Q1,AT_TIME,period:Q:2011Q1,{}
e:obs:gdp_tertiary:2011Q1:region,obs:gdp_tertiary:2011Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2011Q1:metric,obs:gdp_tertiary:2011Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2011Q1:time,obs:gdp_tertiary:2011Q1,AT_TIME,period:Q:2011Q1,{}
e:obs:gdp_secondary:2011Q1:region,obs:gdp_secondary:2011Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2011Q1:metric,obs:gdp_secondary:2011Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2011Q1:time,obs:gdp_secondary:2011Q1,AT_TIME,period:Q:2011Q1,{}
e:obs:gdp_primary:2011Q2:region,obs:gdp_primary:2011Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2011Q2:metric,obs:gdp_primary:2011Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2011Q2:time,obs:gdp_primary:2011Q2,AT_TIME,period:Q:2011Q2,{}
e:obs:gdp_tertiary:2011Q2:region,obs:gdp_tertiary:2011Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2011Q2:metric,obs:gdp_tertiary:2011Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2011Q2:time,obs:gdp_tertiary:2011Q2,AT_TIME,period:Q:2011Q2,{}
e:obs:gdp_secondary:2011Q2:region,obs:gdp_secondary:2011Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2011Q2:metric,obs:gdp_secondary:2011Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2011Q2:time,obs:gdp_secondary:2011Q2,AT_TIME,period:Q:2011Q2,{}
e:obs:gdp_primary:2011Q3:region,obs:gdp_primary:2011Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2011Q3:metric,obs:gdp_primary:2011Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2011Q3:time,obs:gdp_primary:2011Q3,AT_TIME,period:Q:2011Q3,{}
e:obs:gdp_tertiary:2011Q3:region,obs:gdp_tertiary:2011Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2011Q3:metric,obs:gdp_tertiary:2011Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2011Q3:time,obs:gdp_tertiary:2011Q3,AT_TIME,period:Q:2011Q3,{}
e:obs:gdp_secondary:2011Q3:region,obs:gdp_secondary:2011Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2011Q3:metric,obs:gdp_secondary:2011Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2011Q3:time,obs:gdp_secondary:2011Q3,AT_TIME,period:Q:2011Q3,{}
e:obs:gdp_primary:2011Q4:region,obs:gdp_primary:2011Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2011Q4:metric,obs:gdp_primary:2011Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2011Q4:time,obs:gdp_primary:2011Q4,AT_TIME,period:Q:2011Q4,{}
e:obs:gdp_tertiary:2011Q4:region,obs:gdp_tertiary:2011Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2011Q4:metric,obs:gdp_tertiary:2011Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2011Q4:time,obs:gdp_tertiary:2011Q4,AT_TIME,period:Q:2011Q4,{}
e:obs:gdp_secondary:2011Q4:region,obs:gdp_secondary:2011Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2011Q4:metric,obs:gdp_secondary:2011Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2011Q4:time,obs:gdp_secondary:2011Q4,AT_TIME,period:Q:2011Q4,{}
e:obs:gdp_primary:2012Q1:region,obs:gdp_primary:2012Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2012Q1:metric,obs:gdp_primary:2012Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2012Q1:time,obs:gdp_primary:2012Q1,AT_TIME,period:Q:2012Q1,{}
e:obs:gdp_tertiary:2012Q1:region,obs:gdp_tertiary:2012Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2012Q1:metric,obs:gdp_tertiary:2012Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2012Q1:time,obs:gdp_tertiary:2012Q1,AT_TIME,period:Q:2012Q1,{}
e:obs:gdp_secondary:2012Q1:region,obs:gdp_secondary:2012Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2012Q1:metric,obs:gdp_secondary:2012Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2012Q1:time,obs:gdp_secondary:2012Q1,AT_TIME,period:Q:2012Q1,{}
e:obs:gdp_primary:2012Q2:region,obs:gdp_primary:2012Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2012Q2:metric,obs:gdp_primary:2012Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2012Q2:time,obs:gdp_primary:2012Q2,AT_TIME,period:Q:2012Q2,{}
e:obs:gdp_tertiary:2012Q2:region,obs:gdp_tertiary:2012Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2012Q2:metric,obs:gdp_tertiary:2012Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2012Q2:time,obs:gdp_tertiary:2012Q2,AT_TIME,period:Q:2012Q2,{}
e:obs:gdp_secondary:2012Q2:region,obs:gdp_secondary:2012Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2012Q2:metric,obs:gdp_secondary:2012Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2012Q2:time,obs:gdp_secondary:2012Q2,AT_TIME,period:Q:2012Q2,{}
e:obs:gdp_primary:2012Q3:region,obs:gdp_primary:2012Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2012Q3:metric,obs:gdp_primary:2012Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2012Q3:time,obs:gdp_primary:2012Q3,AT_TIME,period:Q:2012Q3,{}
e:obs:gdp_tertiary:2012Q3:region,obs:gdp_tertiary:2012Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2012Q3:metric,obs:gdp_tertiary:2012Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2012Q3:time,obs:gdp_tertiary:2012Q3,AT_TIME,period:Q:2012Q3,{}
e:obs:gdp_secondary:2012Q3:region,obs:gdp_secondary:2012Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2012Q3:metric,obs:gdp_secondary:2012Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2012Q3:time,obs:gdp_secondary:2012Q3,AT_TIME,period:Q:2012Q3,{}
e:obs:gdp_primary:2012Q4:region,obs:gdp_primary:2012Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2012Q4:metric,obs:gdp_primary:2012Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2012Q4:time,obs:gdp_primary:2012Q4,AT_TIME,period:Q:2012Q4,{}
e:obs:gdp_tertiary:2012Q4:region,obs:gdp_tertiary:2012Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2012Q4:metric,obs:gdp_tertiary:2012Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2012Q4:time,obs:gdp_tertiary:2012Q4,AT_TIME,period:Q:2012Q4,{}
e:obs:gdp_secondary:2012Q4:region,obs:gdp_secondary:2012Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2012Q4:metric,obs:gdp_secondary:2012Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2012Q4:time,obs:gdp_secondary:2012Q4,AT_TIME,period:Q:2012Q4,{}
e:obs:gdp_primary:2013Q1:region,obs:gdp_primary:2013Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2013Q1:metric,obs:gdp_primary:2013Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2013Q1:time,obs:gdp_primary:2013Q1,AT_TIME,period:Q:2013Q1,{}
e:obs:gdp_tertiary:2013Q1:region,obs:gdp_tertiary:2013Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2013Q1:metric,obs:gdp_tertiary:2013Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2013Q1:time,obs:gdp_tertiary:2013Q1,AT_TIME,period:Q:2013Q1,{}
e:obs:gdp_secondary:2013Q1:region,obs:gdp_secondary:2013Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2013Q1:metric,obs:gdp_secondary:2013Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2013Q1:time,obs:gdp_secondary:2013Q1,AT_TIME,period:Q:2013Q1,{}
e:obs:gdp_primary:2013Q2:region,obs:gdp_primary:2013Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2013Q2:metric,obs:gdp_primary:2013Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2013Q2:time,obs:gdp_primary:2013Q2,AT_TIME,period:Q:2013Q2,{}
e:obs:gdp_tertiary:2013Q2:region,obs:gdp_tertiary:2013Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2013Q2:metric,obs:gdp_tertiary:2013Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2013Q2:time,obs:gdp_tertiary:2013Q2,AT_TIME,period:Q:2013Q2,{}
e:obs:gdp_secondary:2013Q2:region,obs:gdp_secondary:2013Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2013Q2:metric,obs:gdp_secondary:2013Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2013Q2:time,obs:gdp_secondary:2013Q2,AT_TIME,period:Q:2013Q2,{}
e:obs:gdp_primary:2013Q3:region,obs:gdp_primary:2013Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2013Q3:metric,obs:gdp_primary:2013Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2013Q3:time,obs:gdp_primary:2013Q3,AT_TIME,period:Q:2013Q3,{}
e:obs:gdp_tertiary:2013Q3:region,obs:gdp_tertiary:2013Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2013Q3:metric,obs:gdp_tertiary:2013Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2013Q3:time,obs:gdp_tertiary:2013Q3,AT_TIME,period:Q:2013Q3,{}
e:obs:gdp_secondary:2013Q3:region,obs:gdp_secondary:2013Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2013Q3:metric,obs:gdp_secondary:2013Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2013Q3:time,obs:gdp_secondary:2013Q3,AT_TIME,period:Q:2013Q3,{}
e:obs:gdp_primary:2013Q4:region,obs:gdp_primary:2013Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2013Q4:metric,obs:gdp_primary:2013Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2013Q4:time,obs:gdp_primary:2013Q4,AT_TIME,period:Q:2013Q4,{}
e:obs:gdp_tertiary:2013Q4:region,obs:gdp_tertiary:2013Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2013Q4:metric,obs:gdp_tertiary:2013Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2013Q4:time,obs:gdp_tertiary:2013Q4,AT_TIME,period:Q:2013Q4,{}
e:obs:gdp_secondary:2013Q4:region,obs:gdp_secondary:2013Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2013Q4:metric,obs:gdp_secondary:2013Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2013Q4:time,obs:gdp_secondary:2013Q4,AT_TIME,period:Q:2013Q4,{}
e:obs:gdp_primary:2014Q1:region,obs:gdp_primary:2014Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2014Q1:metric,obs:gdp_primary:2014Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2014Q1:time,obs:gdp_primary:2014Q1,AT_TIME,period:Q:2014Q1,{}
e:obs:gdp_tertiary:2014Q1:region,obs:gdp_tertiary:2014Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2014Q1:metric,obs:gdp_tertiary:2014Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2014Q1:time,obs:gdp_tertiary:2014Q1,AT_TIME,period:Q:2014Q1,{}
e:obs:gdp_secondary:2014Q1:region,obs:gdp_secondary:2014Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2014Q1:metric,obs:gdp_secondary:2014Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2014Q1:time,obs:gdp_secondary:2014Q1,AT_TIME,period:Q:2014Q1,{}
e:obs:gdp_primary:2014Q2:region,obs:gdp_primary:2014Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2014Q2:metric,obs:gdp_primary:2014Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2014Q2:time,obs:gdp_primary:2014Q2,AT_TIME,period:Q:2014Q2,{}
e:obs:gdp_tertiary:2014Q2:region,obs:gdp_tertiary:2014Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2014Q2:metric,obs:gdp_tertiary:2014Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2014Q2:time,obs:gdp_tertiary:2014Q2,AT_TIME,period:Q:2014Q2,{}
e:obs:gdp_secondary:2014Q2:region,obs:gdp_secondary:2014Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2014Q2:metric,obs:gdp_secondary:2014Q2,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2014Q2:time,obs:gdp_secondary:2014Q2,AT_TIME,period:Q:2014Q2,{}
e:obs:gdp_primary:2014Q3:region,obs:gdp_primary:2014Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2014Q3:metric,obs:gdp_primary:2014Q3,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2014Q3:time,obs:gdp_primary:2014Q3,AT_TIME,period:Q:2014Q3,{}
e:obs:gdp_tertiary:2014Q3:region,obs:gdp_tertiary:2014Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2014Q3:metric,obs:gdp_tertiary:2014Q3,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2014Q3:time,obs:gdp_tertiary:2014Q3,AT_TIME,period:Q:2014Q3,{}
e:obs:gdp_secondary:2014Q3:region,obs:gdp_secondary:2014Q3,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2014Q3:metric,obs:gdp_secondary:2014Q3,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2014Q3:time,obs:gdp_secondary:2014Q3,AT_TIME,period:Q:2014Q3,{}
e:obs:gdp_primary:2014Q4:region,obs:gdp_primary:2014Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2014Q4:metric,obs:gdp_primary:2014Q4,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2014Q4:time,obs:gdp_primary:2014Q4,AT_TIME,period:Q:2014Q4,{}
e:obs:gdp_tertiary:2014Q4:region,obs:gdp_tertiary:2014Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2014Q4:metric,obs:gdp_tertiary:2014Q4,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2014Q4:time,obs:gdp_tertiary:2014Q4,AT_TIME,period:Q:2014Q4,{}
e:obs:gdp_secondary:2014Q4:region,obs:gdp_secondary:2014Q4,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2014Q4:metric,obs:gdp_secondary:2014Q4,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2014Q4:time,obs:gdp_secondary:2014Q4,AT_TIME,period:Q:2014Q4,{}
e:obs:gdp_primary:2015Q1:region,obs:gdp_primary:2015Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2015Q1:metric,obs:gdp_primary:2015Q1,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2015Q1:time,obs:gdp_primary:2015Q1,AT_TIME,period:Q:2015Q1,{}
e:obs:gdp_tertiary:2015Q1:region,obs:gdp_tertiary:2015Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2015Q1:metric,obs:gdp_tertiary:2015Q1,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2015Q1:time,obs:gdp_tertiary:2015Q1,AT_TIME,period:Q:2015Q1,{}
e:obs:gdp_secondary:2015Q1:region,obs:gdp_secondary:2015Q1,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2015Q1:metric,obs:gdp_secondary:2015Q1,MEASURES,metric:gdp_secondary_quarterly,{}
e:obs:gdp_secondary:2015Q1:time,obs:gdp_secondary:2015Q1,AT_TIME,period:Q:2015Q1,{}
e:obs:gdp_primary:2015Q2:region,obs:gdp_primary:2015Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_primary:2015Q2:metric,obs:gdp_primary:2015Q2,MEASURES,metric:gdp_primary_quarterly,{}
e:obs:gdp_primary:2015Q2:time,obs:gdp_primary:2015Q2,AT_TIME,period:Q:2015Q2,{}
e:obs:gdp_tertiary:2015Q2:region,obs:gdp_tertiary:2015Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_tertiary:2015Q2:metric,obs:gdp_tertiary:2015Q2,MEASURES,metric:gdp_tertiary_quarterly,{}
e:obs:gdp_tertiary:2015Q2:time,obs:gdp_tertiary:2015Q2,AT_TIME,period:Q:2015Q2,{}
e:obs:gdp_secondary:2015Q2:region,obs:gdp_secondary:2015Q2,OBSERVED_IN,region:CN-ZJ,{}
e:obs:gdp_secondary:2015Q2:metric,obs:gdp_secondary:2015Q2,MEASURES,metric:gdp_secondary_quarterly,{}
